deal_id,company_id,rep_id,deal_name,product,deal_value,stage,probability,created_date,close_date,expected_close_date,loss_reason,deal_velocity_days,weighted_value
D00725,C0225,R005,PipelineIQ Enterprise — Deal 0725,PipelineIQ Enterprise,167640.11,Qualification,25,2023-12-14,,2023-12-19,,,41910.03
D00726,C0098,R001,PipelineIQ Pro — Deal 0726,PipelineIQ Pro,16533.91,Closed Won,100,2024-03-29,2024-06-28,,,91.0,16533.91
D00727,C0346,R003,PipelineIQ Starter — Deal 0727,PipelineIQ Starter,9636.96,Proposal,50,2024-12-26,,2025-03-12,,,4818.48
D00728,C0202,R001,PipelineIQ Pro — Deal 0728,PipelineIQ Pro,37536.97,Closed Won,100,2023-02-19,2023-02-21,,,2.0,37536.97
D00729,C0354,R003,PipelineIQ Pro — Deal 0729,PipelineIQ Pro,48508.74,Proposal,50,2023-01-13,,2023-02-09,,,24254.37
D00730,C0220,R002,PipelineIQ Enterprise — Deal 0730,PipelineIQ Enterprise,73703.5,Qualification,25,2023-02-02,,2023-03-02,,,18425.88
D00731,C0278,R003,PipelineIQ Starter — Deal 0731,PipelineIQ Starter,10064.82,Negotiation,75,2023-03-07,,2023-03-17,,,7548.61
D00732,C0451,R002,PipelineIQ Pro — Deal 0732,PipelineIQ Pro,36940.13,Closed Won,100,2024-10-31,2024-12-14,,,44.0,36940.13
D00733,C0390,R005,PipelineIQ Enterprise — Deal 0733,PipelineIQ Enterprise,173319.89,Prospecting,10,2024-01-03,,2024-02-17,,,17331.99
D00734,C0186,R003,PipelineIQ Starter — Deal 0734,PipelineIQ Starter,14093.03,Negotiation,75,2023-05-31,,2023-06-06,,,10569.77
D00735,C0007,R004,PipelineIQ Pro — Deal 0735,PipelineIQ Pro,17473.16,Prospecting,10,2024-08-06,,2024-10-19,,,1747.32
D00736,C0280,R005,PipelineIQ Enterprise — Deal 0736,PipelineIQ Enterprise,53844.32,Proposal,50,2023-03-02,,2023-03-12,,,26922.16
D00737,C0246,R001,PipelineIQ Pro — Deal 0737,PipelineIQ Pro,40099.51,Proposal,50,2024-12-13,,2025-01-13,,,20049.76
D00738,C0292,R002,PipelineIQ Enterprise — Deal 0738,PipelineIQ Enterprise,103411.18,Negotiation,75,2024-11-09,,2024-12-04,,,77558.38
D00739,C0002,R003,PipelineIQ Pro — Deal 0739,PipelineIQ Pro,25736.49,Negotiation,75,2023-08-19,,2023-08-22,,,19302.37
D00740,C0005,R002,PipelineIQ Pro — Deal 0740,PipelineIQ Pro,32177.18,Qualification,25,2023-12-09,,2024-01-20,,,8044.3
D00741,C0109,R001,PipelineIQ Starter — Deal 0741,PipelineIQ Starter,6606.8,Qualification,25,2023-03-16,,2023-05-19,,,1651.7
D00742,C0055,R004,PipelineIQ Pro — Deal 0742,PipelineIQ Pro,25958.63,Prospecting,10,2023-07-08,,2023-08-14,,,2595.86
D00743,C0339,R001,PipelineIQ Pro — Deal 0743,PipelineIQ Pro,33803.36,Prospecting,10,2024-10-04,,2024-10-28,,,3380.34
D00744,C0439,R002,PipelineIQ Enterprise — Deal 0744,PipelineIQ Enterprise,190491.29,Prospecting,10,2023-11-12,,2023-12-25,,,19049.13
D00745,C0330,R001,PipelineIQ Starter — Deal 0745,PipelineIQ Starter,5697.44,Negotiation,75,2024-08-08,,2024-08-14,,,4273.08
D00746,C0392,R002,PipelineIQ Pro — Deal 0746,PipelineIQ Pro,44362.56,Prospecting,10,2023-01-06,,2023-03-29,,,4436.26
D00747,C0078,R003,PipelineIQ Enterprise — Deal 0747,PipelineIQ Enterprise,161157.17,Qualification,25,2023-09-06,,2023-09-08,,,40289.29
D00748,C0475,R002,PipelineIQ Starter — Deal 0748,PipelineIQ Starter,5883.86,Qualification,25,2023-05-20,,2023-08-07,,,1470.96
D00749,C0285,R004,PipelineIQ Starter — Deal 0749,PipelineIQ Starter,7815.9,Negotiation,75,2023-12-09,,2024-02-20,,,5861.92
D00750,C0304,R002,PipelineIQ Enterprise — Deal 0750,PipelineIQ Enterprise,140229.52,Closed Won,100,2023-03-31,2023-04-22,,,22.0,140229.52
D00751,C0119,R002,PipelineIQ Enterprise — Deal 0751,PipelineIQ Enterprise,168719.34,Qualification,25,2024-02-09,,2024-02-15,,,42179.83
D00752,C0356,R002,PipelineIQ Starter — Deal 0752,PipelineIQ Starter,9190.8,Closed Won,100,2023-01-09,2023-05-03,,,114.0,9190.8
D00753,C0237,R002,PipelineIQ Starter — Deal 0753,PipelineIQ Starter,9575.73,Qualification,25,2023-03-21,,2023-04-23,,,2393.93
D00754,C0059,R002,PipelineIQ Pro — Deal 0754,PipelineIQ Pro,46147.48,Negotiation,75,2023-01-02,,2023-02-28,,,34610.61
D00755,C0282,R002,PipelineIQ Starter — Deal 0755,PipelineIQ Starter,13011.53,Closed Won,100,2024-12-31,2024-12-31,,,0.0,13011.53
D00756,C0408,R002,PipelineIQ Starter — Deal 0756,PipelineIQ Starter,6809.33,Qualification,25,2023-04-12,,2023-07-04,,,1702.33
D00757,C0268,R003,PipelineIQ Enterprise — Deal 0757,PipelineIQ Enterprise,195111.43,Prospecting,10,2024-06-21,,2024-07-07,,,19511.14
D00758,C0223,R003,PipelineIQ Enterprise — Deal 0758,PipelineIQ Enterprise,231972.16,Negotiation,75,2024-08-02,,2024-08-15,,,173979.12
D00759,C0171,R002,PipelineIQ Starter — Deal 0759,PipelineIQ Starter,12728.03,Proposal,50,2024-07-02,,2024-08-19,,,6364.02
D00760,C0354,R003,PipelineIQ Enterprise — Deal 0760,PipelineIQ Enterprise,160120.22,Negotiation,75,2024-08-05,,2024-10-04,,,120090.17
D00761,C0023,R004,PipelineIQ Pro — Deal 0761,PipelineIQ Pro,20861.78,Negotiation,75,2024-07-23,,2024-09-28,,,15646.33
D00762,C0392,R003,PipelineIQ Enterprise — Deal 0762,PipelineIQ Enterprise,60068.79,Closed Lost,0,2023-08-31,2023-11-01,,Poor fit,62.0,0.0
D00763,C0483,R005,PipelineIQ Enterprise — Deal 0763,PipelineIQ Enterprise,170774.78,Qualification,25,2024-01-20,,2024-04-07,,,42693.69
D00764,C0170,R002,PipelineIQ Starter — Deal 0764,PipelineIQ Starter,10085.2,Proposal,50,2024-06-05,,2024-07-11,,,5042.6
D00765,C0370,R005,PipelineIQ Pro — Deal 0765,PipelineIQ Pro,45318.14,Negotiation,75,2023-05-22,,2023-06-13,,,33988.6
D00766,C0151,R005,PipelineIQ Pro — Deal 0766,PipelineIQ Pro,20687.98,Prospecting,10,2023-08-07,,2023-10-25,,,2068.8
D00767,C0031,R002,PipelineIQ Enterprise — Deal 0767,PipelineIQ Enterprise,75492.17,Closed Lost,0,2023-05-19,2023-08-12,,Chose competitor,85.0,0.0
D00768,C0375,R003,PipelineIQ Pro — Deal 0768,PipelineIQ Pro,18103.82,Qualification,25,2024-11-01,,2024-11-29,,,4525.95
D00769,C0499,R001,PipelineIQ Starter — Deal 0769,PipelineIQ Starter,14245.55,Closed Won,100,2023-03-09,2023-05-02,,,54.0,14245.55
D00770,C0377,R001,PipelineIQ Pro — Deal 0770,PipelineIQ Pro,35204.6,Negotiation,75,2024-11-20,,2024-12-07,,,26403.45
D00771,C0480,R002,PipelineIQ Enterprise — Deal 0771,PipelineIQ Enterprise,196957.28,Prospecting,10,2023-02-21,,2023-03-29,,,19695.73
D00772,C0255,R002,PipelineIQ Enterprise — Deal 0772,PipelineIQ Enterprise,189175.71,Qualification,25,2023-05-14,,2023-07-10,,,47293.93
D00773,C0368,R001,PipelineIQ Pro — Deal 0773,PipelineIQ Pro,44767.03,Prospecting,10,2023-09-07,,2023-10-25,,,4476.7
D00774,C0214,R002,PipelineIQ Starter — Deal 0774,PipelineIQ Starter,5414.29,Negotiation,75,2024-05-30,,2024-06-11,,,4060.72
D00775,C0350,R004,PipelineIQ Pro — Deal 0775,PipelineIQ Pro,46021.76,Qualification,25,2023-07-21,,2023-07-22,,,11505.44
D00776,C0236,R002,PipelineIQ Starter — Deal 0776,PipelineIQ Starter,8444.34,Negotiation,75,2024-03-26,,2024-05-24,,,6333.26
D00777,C0068,R005,PipelineIQ Pro — Deal 0777,PipelineIQ Pro,28925.93,Proposal,50,2024-07-04,,2024-08-02,,,14462.97
D00778,C0350,R005,PipelineIQ Starter — Deal 0778,PipelineIQ Starter,11837.87,Negotiation,75,2023-04-02,,2023-05-26,,,8878.4
D00779,C0021,R003,PipelineIQ Enterprise — Deal 0779,PipelineIQ Enterprise,245656.04,Prospecting,10,2024-01-23,,2024-04-10,,,24565.6
D00780,C0135,R002,PipelineIQ Starter — Deal 0780,PipelineIQ Starter,10820.4,Closed Lost,0,2023-05-03,2023-08-12,,Price too high,101.0,0.0
D00781,C0199,R003,PipelineIQ Starter — Deal 0781,PipelineIQ Starter,13421.47,Negotiation,75,2023-03-10,,2023-05-29,,,10066.1
D00782,C0250,R002,PipelineIQ Pro — Deal 0782,PipelineIQ Pro,20677.08,Proposal,50,2023-05-02,,2023-06-25,,,10338.54
D00783,C0431,R005,PipelineIQ Starter — Deal 0783,PipelineIQ Starter,10010.87,Qualification,25,2024-01-13,,2024-03-07,,,2502.72
D00784,C0359,R001,PipelineIQ Pro — Deal 0784,PipelineIQ Pro,31117.66,Negotiation,75,2024-01-28,,2024-02-27,,,23338.24
D00785,C0186,R005,PipelineIQ Pro — Deal 0785,PipelineIQ Pro,47545.15,Prospecting,10,2024-02-08,,2024-03-26,,,4754.52
D00786,C0019,R003,PipelineIQ Starter — Deal 0786,PipelineIQ Starter,8031.97,Qualification,25,2023-11-04,,2024-01-27,,,2007.99
D00787,C0310,R002,PipelineIQ Pro — Deal 0787,PipelineIQ Pro,48785.93,Qualification,25,2024-12-02,,2025-01-11,,,12196.48
D00788,C0332,R003,PipelineIQ Starter — Deal 0788,PipelineIQ Starter,12172.8,Proposal,50,2023-01-09,,2023-02-17,,,6086.4
D00789,C0069,R002,PipelineIQ Enterprise — Deal 0789,PipelineIQ Enterprise,125385.76,Proposal,50,2023-06-22,,2023-08-11,,,62692.88
D00790,C0111,R003,PipelineIQ Pro — Deal 0790,PipelineIQ Pro,45872.25,Prospecting,10,2023-05-31,,2023-07-03,,,4587.23
D00791,C0357,R003,PipelineIQ Pro — Deal 0791,PipelineIQ Pro,38291.26,Closed Won,100,2024-11-01,2024-12-31,,,60.0,38291.26
D00792,C0454,R005,PipelineIQ Pro — Deal 0792,PipelineIQ Pro,24329.43,Prospecting,10,2024-06-09,,2024-08-30,,,2432.94
D00793,C0051,R005,PipelineIQ Starter — Deal 0793,PipelineIQ Starter,10338.01,Proposal,50,2024-12-04,,2025-02-22,,,5169.01
D00794,C0337,R002,PipelineIQ Enterprise — Deal 0794,PipelineIQ Enterprise,174554.93,Qualification,25,2023-11-15,,2023-11-26,,,43638.73
D00795,C0174,R002,PipelineIQ Enterprise — Deal 0795,PipelineIQ Enterprise,164178.73,Qualification,25,2023-07-25,,2023-10-05,,,41044.68
D00796,C0456,R003,PipelineIQ Starter — Deal 0796,PipelineIQ Starter,13873.62,Negotiation,75,2024-04-16,,2024-05-10,,,10405.22
D00797,C0134,R002,PipelineIQ Pro — Deal 0797,PipelineIQ Pro,38334.87,Qualification,25,2023-08-19,,2023-09-20,,,9583.72
D00798,C0362,R002,PipelineIQ Starter — Deal 0798,PipelineIQ Starter,14493.64,Prospecting,10,2023-03-21,,2023-04-01,,,1449.36
D00799,C0369,R004,PipelineIQ Pro — Deal 0799,PipelineIQ Pro,44691.88,Proposal,50,2023-01-29,,2023-03-18,,,22345.94
D00800,C0346,R004,PipelineIQ Pro — Deal 0800,PipelineIQ Pro,27942.82,Proposal,50,2024-12-07,,2025-02-18,,,13971.41
D00801,C0370,R004,PipelineIQ Pro — Deal 0801,PipelineIQ Pro,32478.28,Negotiation,75,2024-08-23,,2024-09-27,,,24358.71
D00802,C0289,R002,PipelineIQ Enterprise — Deal 0802,PipelineIQ Enterprise,117100.71,Prospecting,10,2024-03-23,,2024-05-10,,,11710.07
D00803,C0196,R004,PipelineIQ Pro — Deal 0803,PipelineIQ Pro,49689.49,Qualification,25,2024-08-31,,2024-11-04,,,12422.37
D00804,C0176,R002,PipelineIQ Starter — Deal 0804,PipelineIQ Starter,9309.08,Closed Won,100,2023-03-22,2023-04-14,,,23.0,9309.08
D00805,C0474,R001,PipelineIQ Pro — Deal 0805,PipelineIQ Pro,27947.87,Proposal,50,2024-08-09,,2024-09-21,,,13973.93
D00806,C0390,R001,PipelineIQ Enterprise — Deal 0806,PipelineIQ Enterprise,233413.01,Qualification,25,2023-12-16,,2024-01-09,,,58353.25
D00807,C0204,R003,PipelineIQ Pro — Deal 0807,PipelineIQ Pro,35858.06,Qualification,25,2024-08-12,,2024-09-30,,,8964.51
D00808,C0446,R002,PipelineIQ Pro — Deal 0808,PipelineIQ Pro,44548.38,Prospecting,10,2023-01-14,,2023-03-14,,,4454.84
D00809,C0093,R005,PipelineIQ Pro — Deal 0809,PipelineIQ Pro,19784.81,Qualification,25,2023-05-02,,2023-06-06,,,4946.2
D00810,C0334,R001,PipelineIQ Pro — Deal 0810,PipelineIQ Pro,19288.89,Closed Won,100,2024-11-14,2024-12-18,,,34.0,19288.89
D00811,C0155,R002,PipelineIQ Enterprise — Deal 0811,PipelineIQ Enterprise,166704.24,Qualification,25,2024-03-01,,2024-03-16,,,41676.06
D00812,C0212,R001,PipelineIQ Pro — Deal 0812,PipelineIQ Pro,46014.58,Qualification,25,2024-04-08,,2024-06-20,,,11503.65
D00813,C0016,R001,PipelineIQ Starter — Deal 0813,PipelineIQ Starter,11577.85,Proposal,50,2024-11-28,,2024-12-01,,,5788.93
D00814,C0471,R004,PipelineIQ Enterprise — Deal 0814,PipelineIQ Enterprise,179123.32,Negotiation,75,2024-06-27,,2024-08-12,,,134342.49
D00815,C0048,R003,PipelineIQ Starter — Deal 0815,PipelineIQ Starter,6420.89,Prospecting,10,2024-07-16,,2024-09-12,,,642.09
D00816,C0379,R003,PipelineIQ Enterprise — Deal 0816,PipelineIQ Enterprise,106170.26,Prospecting,10,2024-11-04,,2024-12-10,,,10617.03
D00817,C0433,R004,PipelineIQ Starter — Deal 0817,PipelineIQ Starter,9329.46,Closed Won,100,2023-09-23,2023-10-28,,,35.0,9329.46
D00818,C0100,R001,PipelineIQ Enterprise — Deal 0818,PipelineIQ Enterprise,180097.37,Negotiation,75,2023-04-26,,2023-06-29,,,135073.03
D00819,C0211,R001,PipelineIQ Enterprise — Deal 0819,PipelineIQ Enterprise,242974.69,Closed Won,100,2024-12-09,2024-12-31,,,22.0,242974.69
D00820,C0232,R002,PipelineIQ Pro — Deal 0820,PipelineIQ Pro,45635.92,Closed Won,100,2024-03-31,2024-05-30,,,60.0,45635.92
D00821,C0100,R003,PipelineIQ Starter — Deal 0821,PipelineIQ Starter,10773.05,Qualification,25,2024-02-21,,2024-03-17,,,2693.26
D00822,C0474,R001,PipelineIQ Pro — Deal 0822,PipelineIQ Pro,15119.19,Qualification,25,2024-10-23,,2024-10-29,,,3779.8
D00823,C0013,R004,PipelineIQ Enterprise — Deal 0823,PipelineIQ Enterprise,190053.19,Closed Won,100,2024-07-03,2024-07-12,,,9.0,190053.19
D00824,C0472,R001,PipelineIQ Pro — Deal 0824,PipelineIQ Pro,26391.93,Proposal,50,2023-02-07,,2023-02-11,,,13195.97
D00825,C0096,R002,PipelineIQ Starter — Deal 0825,PipelineIQ Starter,9838.45,Negotiation,75,2023-03-09,,2023-04-18,,,7378.84
D00826,C0014,R002,PipelineIQ Pro — Deal 0826,PipelineIQ Pro,31209.01,Closed Won,100,2023-05-03,2023-06-27,,,55.0,31209.01
D00827,C0271,R001,PipelineIQ Enterprise — Deal 0827,PipelineIQ Enterprise,110224.78,Closed Lost,0,2023-08-11,2023-11-17,,Project cancelled,98.0,0.0
D00828,C0063,R002,PipelineIQ Enterprise — Deal 0828,PipelineIQ Enterprise,188825.55,Proposal,50,2023-02-05,,2023-03-03,,,94412.77
D00829,C0091,R002,PipelineIQ Starter — Deal 0829,PipelineIQ Starter,8780.83,Qualification,25,2024-06-14,,2024-08-04,,,2195.21
D00830,C0402,R005,PipelineIQ Enterprise — Deal 0830,PipelineIQ Enterprise,55357.8,Proposal,50,2024-10-08,,2024-12-10,,,27678.9
D00831,C0350,R005,PipelineIQ Starter — Deal 0831,PipelineIQ Starter,8439.69,Negotiation,75,2023-12-27,,2024-03-21,,,6329.77
D00832,C0395,R002,PipelineIQ Starter — Deal 0832,PipelineIQ Starter,14095.45,Prospecting,10,2024-10-17,,2025-01-14,,,1409.55
D00833,C0090,R005,PipelineIQ Pro — Deal 0833,PipelineIQ Pro,22939.38,Proposal,50,2024-09-09,,2024-11-26,,,11469.69
D00834,C0067,R002,PipelineIQ Starter — Deal 0834,PipelineIQ Starter,7873.29,Closed Won,100,2023-12-29,2024-01-27,,,29.0,7873.29
D00835,C0204,R003,PipelineIQ Starter — Deal 0835,PipelineIQ Starter,9232.27,Prospecting,10,2023-02-05,,2023-04-07,,,923.23
D00836,C0096,R004,PipelineIQ Starter — Deal 0836,PipelineIQ Starter,14073.98,Proposal,50,2023-02-16,,2023-04-23,,,7036.99
D00837,C0425,R001,PipelineIQ Pro — Deal 0837,PipelineIQ Pro,36249.7,Negotiation,75,2024-06-01,,2024-06-22,,,27187.27
D00838,C0203,R004,PipelineIQ Starter — Deal 0838,PipelineIQ Starter,8811.33,Prospecting,10,2023-05-08,,2023-05-28,,,881.13
D00839,C0493,R005,PipelineIQ Starter — Deal 0839,PipelineIQ Starter,8542.21,Closed Won,100,2023-08-16,2023-12-09,,,115.0,8542.21
D00840,C0494,R002,PipelineIQ Enterprise — Deal 0840,PipelineIQ Enterprise,185554.18,Proposal,50,2024-12-24,,2025-01-05,,,92777.09
D00841,C0135,R004,PipelineIQ Pro — Deal 0841,PipelineIQ Pro,38317.72,Closed Won,100,2024-12-25,2024-12-31,,,6.0,38317.72
D00842,C0227,R004,PipelineIQ Enterprise — Deal 0842,PipelineIQ Enterprise,221905.86,Negotiation,75,2023-07-25,,2023-09-05,,,166429.39
D00843,C0073,R002,PipelineIQ Pro — Deal 0843,PipelineIQ Pro,19585.84,Qualification,25,2024-12-08,,2024-12-28,,,4896.46
D00844,C0130,R001,PipelineIQ Starter — Deal 0844,PipelineIQ Starter,14196.43,Proposal,50,2024-09-14,,2024-10-22,,,7098.22
D00845,C0351,R005,PipelineIQ Starter — Deal 0845,PipelineIQ Starter,8461.06,Closed Lost,0,2023-06-07,2023-09-07,,No decision made,92.0,0.0
D00846,C0194,R003,PipelineIQ Enterprise — Deal 0846,PipelineIQ Enterprise,222046.47,Prospecting,10,2024-02-19,,2024-02-27,,,22204.65
D00847,C0336,R003,PipelineIQ Starter — Deal 0847,PipelineIQ Starter,13210.53,Proposal,50,2023-08-05,,2023-09-22,,,6605.27
D00848,C0438,R004,PipelineIQ Starter — Deal 0848,PipelineIQ Starter,14002.18,Qualification,25,2023-09-08,,2023-09-17,,,3500.55
D00849,C0142,R004,PipelineIQ Enterprise — Deal 0849,PipelineIQ Enterprise,72948.07,Prospecting,10,2024-12-01,,2025-02-02,,,7294.81
D00850,C0487,R003,PipelineIQ Starter — Deal 0850,PipelineIQ Starter,13276.73,Prospecting,10,2023-08-23,,2023-11-03,,,1327.67
D00851,C0455,R003,PipelineIQ Pro — Deal 0851,PipelineIQ Pro,42025.96,Negotiation,75,2023-06-02,,2023-06-04,,,31519.47
D00852,C0030,R002,PipelineIQ Enterprise — Deal 0852,PipelineIQ Enterprise,64347.42,Negotiation,75,2024-02-15,,2024-05-10,,,48260.57
D00853,C0337,R002,PipelineIQ Enterprise — Deal 0853,PipelineIQ Enterprise,206909.02,Negotiation,75,2024-08-07,,2024-10-07,,,155181.76
D00854,C0186,R003,PipelineIQ Pro — Deal 0854,PipelineIQ Pro,28514.07,Qualification,25,2024-05-02,,2024-05-08,,,7128.52
D00855,C0035,R002,PipelineIQ Pro — Deal 0855,PipelineIQ Pro,23799.95,Prospecting,10,2024-10-03,,2024-12-27,,,2380.0
D00856,C0393,R003,PipelineIQ Pro — Deal 0856,PipelineIQ Pro,18026.73,Closed Lost,0,2023-03-15,2023-03-25,,Poor fit,10.0,0.0
D00857,C0047,R001,PipelineIQ Enterprise — Deal 0857,PipelineIQ Enterprise,118444.18,Qualification,25,2024-08-06,,2024-10-31,,,29611.04
D00858,C0231,R002,PipelineIQ Enterprise — Deal 0858,PipelineIQ Enterprise,194179.3,Proposal,50,2024-08-28,,2024-10-09,,,97089.65
D00859,C0001,R001,PipelineIQ Enterprise — Deal 0859,PipelineIQ Enterprise,149330.23,Closed Won,100,2024-05-03,2024-08-14,,,103.0,149330.23
D00860,C0037,R002,PipelineIQ Starter — Deal 0860,PipelineIQ Starter,5181.6,Prospecting,10,2024-11-13,,2024-11-15,,,518.16
D00861,C0077,R002,PipelineIQ Enterprise — Deal 0861,PipelineIQ Enterprise,223375.44,Proposal,50,2024-11-08,,2024-11-20,,,111687.72
D00862,C0207,R002,PipelineIQ Pro — Deal 0862,PipelineIQ Pro,17565.21,Qualification,25,2024-03-16,,2024-06-04,,,4391.3
D00863,C0489,R004,PipelineIQ Pro — Deal 0863,PipelineIQ Pro,33619.31,Proposal,50,2023-02-07,,2023-04-21,,,16809.65
D00864,C0119,R004,PipelineIQ Enterprise — Deal 0864,PipelineIQ Enterprise,144913.29,Prospecting,10,2024-05-17,,2024-07-18,,,14491.33
D00865,C0200,R002,PipelineIQ Starter — Deal 0865,PipelineIQ Starter,12978.9,Closed Lost,0,2023-05-16,2023-07-12,,No decision made,57.0,0.0
D00866,C0494,R003,PipelineIQ Enterprise — Deal 0866,PipelineIQ Enterprise,202928.13,Proposal,50,2024-12-13,,2025-02-25,,,101464.07
D00867,C0122,R005,PipelineIQ Enterprise — Deal 0867,PipelineIQ Enterprise,156953.03,Proposal,50,2024-03-06,,2024-04-21,,,78476.51
D00868,C0104,R005,PipelineIQ Enterprise — Deal 0868,PipelineIQ Enterprise,237193.88,Closed Lost,0,2024-12-16,2024-12-31,,No budget,15.0,0.0
D00869,C0097,R004,PipelineIQ Starter — Deal 0869,PipelineIQ Starter,11026.18,Proposal,50,2023-12-03,,2024-01-12,,,5513.09
D00870,C0094,R005,PipelineIQ Starter — Deal 0870,PipelineIQ Starter,14538.13,Negotiation,75,2024-10-14,,2024-11-26,,,10903.6
D00871,C0181,R001,PipelineIQ Starter — Deal 0871,PipelineIQ Starter,6246.89,Prospecting,10,2024-08-23,,2024-09-01,,,624.69
D00872,C0289,R004,PipelineIQ Starter — Deal 0872,PipelineIQ Starter,12745.96,Proposal,50,2023-10-06,,2023-11-12,,,6372.98
D00873,C0001,R004,PipelineIQ Enterprise — Deal 0873,PipelineIQ Enterprise,141218.96,Closed Lost,0,2023-01-08,2023-04-10,,Price too high,92.0,0.0
D00874,C0279,R004,PipelineIQ Starter — Deal 0874,PipelineIQ Starter,9208.65,Proposal,50,2023-11-10,,2023-12-20,,,4604.32
D00875,C0304,R003,PipelineIQ Enterprise — Deal 0875,PipelineIQ Enterprise,202503.06,Proposal,50,2024-08-09,,2024-10-06,,,101251.53
D00876,C0104,R001,PipelineIQ Pro — Deal 0876,PipelineIQ Pro,47317.5,Closed Won,100,2024-03-05,2024-06-18,,,105.0,47317.5
D00877,C0017,R001,PipelineIQ Pro — Deal 0877,PipelineIQ Pro,46168.42,Qualification,25,2023-09-21,,2023-11-03,,,11542.1
D00878,C0020,R002,PipelineIQ Starter — Deal 0878,PipelineIQ Starter,9067.06,Qualification,25,2024-04-26,,2024-05-22,,,2266.76
D00879,C0493,R005,PipelineIQ Enterprise — Deal 0879,PipelineIQ Enterprise,197822.96,Closed Lost,0,2024-03-12,2024-05-30,,Chose competitor,79.0,0.0
D00880,C0071,R005,PipelineIQ Pro — Deal 0880,PipelineIQ Pro,30448.28,Prospecting,10,2024-10-27,,2024-12-12,,,3044.83
D00881,C0190,R002,PipelineIQ Enterprise — Deal 0881,PipelineIQ Enterprise,189189.09,Qualification,25,2023-02-20,,2023-05-20,,,47297.27
D00882,C0083,R003,PipelineIQ Enterprise — Deal 0882,PipelineIQ Enterprise,143190.33,Prospecting,10,2023-12-25,,2024-01-09,,,14319.03
D00883,C0121,R002,PipelineIQ Enterprise — Deal 0883,PipelineIQ Enterprise,82220.46,Qualification,25,2024-03-12,,2024-04-20,,,20555.12
D00884,C0431,R005,PipelineIQ Starter — Deal 0884,PipelineIQ Starter,13533.25,Proposal,50,2024-09-27,,2024-12-08,,,6766.62
D00885,C0337,R003,PipelineIQ Enterprise — Deal 0885,PipelineIQ Enterprise,202690.13,Proposal,50,2023-10-16,,2023-12-08,,,101345.07
D00886,C0158,R003,PipelineIQ Pro — Deal 0886,PipelineIQ Pro,23680.48,Closed Lost,0,2023-10-27,2024-01-31,,Chose competitor,96.0,0.0
D00887,C0203,R003,PipelineIQ Enterprise — Deal 0887,PipelineIQ Enterprise,101479.57,Prospecting,10,2024-09-18,,2024-10-04,,,10147.96
D00888,C0142,R005,PipelineIQ Enterprise — Deal 0888,PipelineIQ Enterprise,235600.61,Proposal,50,2023-09-06,,2023-10-10,,,117800.3
D00889,C0009,R003,PipelineIQ Enterprise — Deal 0889,PipelineIQ Enterprise,140178.08,Qualification,25,2024-02-24,,2024-03-29,,,35044.52
D00890,C0115,R005,PipelineIQ Enterprise — Deal 0890,PipelineIQ Enterprise,201814.1,Closed Won,100,2023-06-25,2023-07-14,,,19.0,201814.1
D00891,C0371,R002,PipelineIQ Starter — Deal 0891,PipelineIQ Starter,10933.21,Proposal,50,2024-09-11,,2024-11-12,,,5466.6
D00892,C0299,R005,PipelineIQ Starter — Deal 0892,PipelineIQ Starter,14883.27,Negotiation,75,2024-10-19,,2024-12-25,,,11162.45
D00893,C0067,R001,PipelineIQ Pro — Deal 0893,PipelineIQ Pro,18491.56,Prospecting,10,2024-08-07,,2024-10-04,,,1849.16
D00894,C0168,R004,PipelineIQ Starter — Deal 0894,PipelineIQ Starter,11912.72,Prospecting,10,2023-02-14,,2023-04-17,,,1191.27
D00895,C0364,R002,PipelineIQ Pro — Deal 0895,PipelineIQ Pro,46473.32,Proposal,50,2023-10-21,,2024-01-10,,,23236.66
D00896,C0020,R005,PipelineIQ Pro — Deal 0896,PipelineIQ Pro,27969.04,Proposal,50,2023-05-16,,2023-06-02,,,13984.52
D00897,C0196,R005,PipelineIQ Starter — Deal 0897,PipelineIQ Starter,5101.61,Qualification,25,2024-03-19,,2024-04-27,,,1275.4
D00898,C0073,R005,PipelineIQ Starter — Deal 0898,PipelineIQ Starter,6483.82,Proposal,50,2023-02-25,,2023-03-01,,,3241.91
D00899,C0171,R001,PipelineIQ Enterprise — Deal 0899,PipelineIQ Enterprise,224928.32,Prospecting,10,2023-07-28,,2023-09-26,,,22492.83
D00900,C0170,R005,PipelineIQ Pro — Deal 0900,PipelineIQ Pro,45251.17,Proposal,50,2024-02-06,,2024-03-02,,,22625.58
D00901,C0482,R004,PipelineIQ Enterprise — Deal 0901,PipelineIQ Enterprise,117476.36,Negotiation,75,2023-01-03,,2023-03-16,,,88107.27
D00902,C0484,R005,PipelineIQ Pro — Deal 0902,PipelineIQ Pro,48979.83,Prospecting,10,2024-09-16,,2024-10-14,,,4897.98
D00903,C0357,R003,PipelineIQ Starter — Deal 0903,PipelineIQ Starter,7610.91,Qualification,25,2023-07-13,,2023-08-16,,,1902.73
D00904,C0282,R001,PipelineIQ Pro — Deal 0904,PipelineIQ Pro,28879.21,Qualification,25,2023-08-17,,2023-10-26,,,7219.8
D00905,C0081,R002,PipelineIQ Pro — Deal 0905,PipelineIQ Pro,16682.03,Qualification,25,2023-07-15,,2023-09-06,,,4170.51
