activity_id,deal_id,rep_id,activity_type,activity_date,duration_mins,outcome,notes,activity_month,is_positive
A000319,D00726,R001,Demo,2024-06-21,30,Neutral,Follow up scheduled,2024-06,False
A000320,D00031,R004,Email,2023-04-17,30,No Response,,2023-04,False
A000321,D00337,R002,Call,2023-05-29,15,Positive,Budget approved,2023-05,True
A000322,D00183,R004,Meeting,2023-11-13,60,Negative,Follow up scheduled,2023-11,False
A000323,D01047,R005,Proposal Sent,2024-05-16,60,Neutral,,2024-05,False
A000324,D00544,R003,Call,2023-04-15,45,Positive,Stakeholder meeting set,2023-04,True
A000325,D01098,R004,Follow-up,2024-03-12,45,Positive,Stakeholder meeting set,2024-03,True
A000326,D01034,R004,Follow-up,2023-12-29,60,Positive,Sent pricing deck,2023-12,True
A000327,D00660,R001,Proposal Sent,2024-07-11,60,Negative,Budget approved,2024-07,False
A000328,D00160,R002,Email,2024-12-27,30,No Response,Budget approved,2024-12,False
A000329,D01038,R002,Proposal Sent,2024-12-14,30,Positive,,2024-12,True
A000330,D00412,R002,Call,2023-03-31,90,Positive,Awaiting legal review,2023-03,True
A000331,D01012,R003,Call,2023-03-04,30,No Response,Champion confirmed,2023-03,False
A000332,D00053,R003,Email,2023-07-10,60,Neutral,,2023-07,False
A000333,D00408,R005,Proposal Sent,2024-08-24,90,Neutral,Sent pricing deck,2024-08,False
A000334,D00847,R003,Demo,2023-08-21,90,Positive,,2023-08,True
A000335,D01046,R003,Follow-up,2023-08-19,30,Positive,Follow up scheduled,2023-08,True
A000336,D01054,R002,Call,2023-06-07,90,Neutral,Decision deferred,2023-06,False
A000337,D00703,R002,Meeting,2024-05-21,90,Neutral,Follow up scheduled,2024-05,False
A000338,D00260,R005,Meeting,2023-03-12,60,Positive,,2023-03,True
A000339,D01083,R001,Proposal Sent,2023-09-01,90,Neutral,Champion confirmed,2023-09,False
A000340,D00776,R002,Demo,2024-07-18,60,Neutral,Decision deferred,2024-07,False
A000341,D01036,R002,Follow-up,2024-12-28,90,Negative,Champion confirmed,2024-12,False
A000342,D00850,R003,Demo,2023-09-19,90,Negative,Awaiting legal review,2023-09,False
A000343,D00354,R005,Proposal Sent,2024-07-09,60,Negative,,2024-07,False
A000344,D01099,R004,Call,2023-12-06,45,No Response,Awaiting legal review,2023-12,False
A000345,D00873,R004,Demo,2023-01-09,15,Positive,Decision deferred,2023-01,True
A000346,D00991,R002,Proposal Sent,2023-12-30,45,No Response,Champion confirmed,2023-12,False
A000347,D01018,R005,Demo,2024-09-13,30,Neutral,Champion confirmed,2024-09,False
A000348,D01178,R003,Proposal Sent,2024-06-03,15,Positive,Decision deferred,2024-06,True
A000349,D01120,R001,Email,2024-11-26,15,Positive,Sent pricing deck,2024-11,True
A000350,D00294,R001,Demo,2024-08-25,15,Neutral,,2024-08,False
A000351,D00209,R004,Meeting,2023-05-23,30,Negative,Sent pricing deck,2023-05,False
A000352,D01112,R001,Demo,2023-07-29,120,Neutral,Champion confirmed,2023-07,False
A000353,D00818,R001,Email,2023-08-13,45,Negative,Sent pricing deck,2023-08,False
A000354,D00390,R002,Demo,2024-11-12,15,Positive,,2024-11,True
A000355,D00325,R004,Call,2024-02-22,120,Negative,,2024-02,False
A000356,D00940,R003,Email,2024-12-16,90,Neutral,Awaiting legal review,2024-12,False
A000357,D00889,R003,Demo,2024-05-16,120,Positive,Decision deferred,2024-05,True
A000358,D01181,R001,Follow-up,2023-08-26,120,Positive,Follow up scheduled,2023-08,True
A000359,D00668,R003,Proposal Sent,2024-09-01,120,Neutral,Follow up scheduled,2024-09,False
A000360,D00633,R002,Call,2023-12-06,30,Positive,Champion confirmed,2023-12,True
A000361,D00577,R005,Proposal Sent,2023-03-09,60,No Response,Awaiting legal review,2023-03,False
A000362,D00137,R002,Email,2023-03-19,90,No Response,Awaiting legal review,2023-03,False
A000363,D00428,R003,Proposal Sent,2023-05-01,90,No Response,Follow up scheduled,2023-05,False
A000364,D00612,R001,Demo,2023-06-27,60,Neutral,Follow up scheduled,2023-06,False
A000365,D00911,R001,Meeting,2024-11-03,120,Positive,Follow up scheduled,2024-11,True
A000366,D00819,R001,Proposal Sent,2024-12-23,60,Neutral,Awaiting legal review,2024-12,False
A000367,D00141,R005,Demo,2023-08-21,60,Positive,Budget approved,2023-08,True
A000368,D01107,R005,Demo,2024-10-03,30,Negative,Budget approved,2024-10,False
A000369,D00177,R005,Demo,2023-09-21,15,Negative,Stakeholder meeting set,2023-09,False
A000370,D00198,R004,Email,2024-04-15,120,Positive,Stakeholder meeting set,2024-04,True
A000371,D00624,R003,Email,2024-12-19,15,Positive,,2024-12,True
A000372,D00691,R002,Call,2023-08-16,120,Positive,,2023-08,True
A000373,D00401,R004,Email,2023-06-01,30,Neutral,Decision deferred,2023-06,False
A000374,D00471,R002,Call,2024-03-02,120,Positive,Sent pricing deck,2024-03,True
A000375,D00218,R002,Call,2023-06-08,90,Neutral,Champion confirmed,2023-06,False
A000376,D00929,R004,Email,2023-06-16,30,Positive,Decision deferred,2023-06,True
A000377,D00632,R002,Demo,2023-05-17,45,Positive,,2023-05,True
A000378,D00951,R005,Proposal Sent,2023-12-27,90,Positive,Budget approved,2023-12,True
A000379,D00906,R002,Meeting,2023-09-20,15,Neutral,Awaiting legal review,2023-09,False
A000380,D00175,R005,Call,2023-11-13,30,Positive,Sent pricing deck,2023-11,True
A000381,D00023,R004,Email,2023-12-09,120,Negative,Awaiting legal review,2023-12,False
A000382,D00235,R002,Email,2023-11-28,90,Positive,,2023-11,True
A000383,D01037,R002,Email,2023-06-23,120,Neutral,Stakeholder meeting set,2023-06,False
A000384,D01125,R001,Meeting,2024-10-22,120,Positive,Decision deferred,2024-10,True
A000385,D00929,R004,Proposal Sent,2023-08-07,90,Positive,Budget approved,2023-08,True
A000386,D00523,R001,Meeting,2024-06-29,30,No Response,Follow up scheduled,2024-06,False
A000387,D00431,R003,Email,2023-12-11,90,Negative,Follow up scheduled,2023-12,False
A000388,D00793,R005,Demo,2024-12-15,90,Negative,Sent pricing deck,2024-12,False
A000389,D00533,R003,Meeting,2024-10-02,45,Positive,Awaiting legal review,2024-10,True
A000390,D00979,R003,Demo,2023-10-14,30,Neutral,Sent pricing deck,2023-10,False
A000391,D00810,R001,Email,2024-12-09,120,Neutral,,2024-12,False
A000392,D00913,R002,Email,2023-08-22,45,Positive,Champion confirmed,2023-08,True
A000393,D01125,R001,Follow-up,2024-10-12,45,Positive,Budget approved,2024-10,True
A000394,D00871,R001,Proposal Sent,2024-09-07,45,No Response,Champion confirmed,2024-09,False
A000395,D00540,R003,Follow-up,2023-09-11,90,Positive,Sent pricing deck,2023-09,True
A000396,D01024,R005,Proposal Sent,2024-08-16,15,Neutral,Awaiting legal review,2024-08,False
A000397,D00227,R002,Call,2023-04-08,120,Negative,Champion confirmed,2023-04,False
A000398,D00873,R004,Demo,2023-03-14,90,Neutral,Budget approved,2023-03,False
A000399,D00892,R005,Follow-up,2024-10-21,60,Neutral,Follow up scheduled,2024-10,False
A000400,D01037,R002,Meeting,2023-04-23,45,Positive,Stakeholder meeting set,2023-04,True
A000401,D00210,R002,Meeting,2024-07-02,45,Neutral,Champion confirmed,2024-07,False
A000402,D00741,R001,Call,2023-07-04,120,Positive,Awaiting legal review,2023-07,True
A000403,D00397,R004,Call,2024-05-20,15,No Response,,2024-05,False
A000404,D01124,R005,Demo,2024-11-27,15,Neutral,Follow up scheduled,2024-11,False
A000405,D00031,R004,Meeting,2023-05-10,60,Positive,,2023-05,True
A000406,D00898,R005,Proposal Sent,2023-03-02,30,Positive,Sent pricing deck,2023-03,True
A000407,D00649,R004,Follow-up,2023-04-17,90,Positive,Budget approved,2023-04,True
A000408,D00329,R002,Call,2023-09-29,15,Positive,Decision deferred,2023-09,True
A000409,D01190,R004,Meeting,2024-12-20,60,Positive,Stakeholder meeting set,2024-12,True
A000410,D00952,R003,Demo,2023-08-31,90,Positive,Follow up scheduled,2023-08,True
A000411,D01124,R005,Call,2024-12-02,60,Positive,Sent pricing deck,2024-12,True
A000412,D00621,R003,Proposal Sent,2023-10-13,120,Neutral,Budget approved,2023-10,False
A000413,D01197,R001,Follow-up,2023-06-17,120,No Response,Decision deferred,2023-06,False
A000414,D00162,R004,Demo,2024-03-06,30,Neutral,,2024-03,False
A000415,D00776,R002,Email,2024-06-20,60,Neutral,Budget approved,2024-06,False
A000416,D00274,R002,Follow-up,2023-04-11,45,Positive,Follow up scheduled,2023-04,True
A000417,D01027,R002,Proposal Sent,2024-12-26,120,No Response,Decision deferred,2024-12,False
A000418,D01052,R005,Follow-up,2023-07-06,30,Positive,Sent pricing deck,2023-07,True
A000419,D00326,R003,Meeting,2024-10-17,120,Positive,Stakeholder meeting set,2024-10,True
A000420,D00940,R003,Proposal Sent,2024-12-19,45,Neutral,,2024-12,False
A000421,D01173,R005,Meeting,2024-01-21,60,Positive,Awaiting legal review,2024-01,True
A000422,D00540,R003,Call,2023-07-19,45,Negative,Awaiting legal review,2023-07,False
A000423,D00488,R001,Email,2024-08-12,45,Positive,Follow up scheduled,2024-08,True
A000424,D00822,R001,Follow-up,2024-11-09,60,Positive,Budget approved,2024-11,True
A000425,D01089,R005,Call,2024-05-25,45,Neutral,,2024-05,False
A000426,D00356,R002,Call,2024-06-16,60,Neutral,Follow up scheduled,2024-06,False
A000427,D00235,R002,Email,2023-11-29,60,Positive,Awaiting legal review,2023-11,True
A000428,D00227,R002,Call,2023-04-08,60,Negative,Stakeholder meeting set,2023-04,False
A000429,D00049,R003,Call,2024-05-06,120,Neutral,Sent pricing deck,2024-05,False
A000430,D00118,R005,Follow-up,2024-08-16,60,Positive,Follow up scheduled,2024-08,True
A000431,D00054,R001,Proposal Sent,2023-07-14,90,Positive,Champion confirmed,2023-07,True
A000432,D00565,R001,Email,2023-12-06,90,Positive,Decision deferred,2023-12,True
A000433,D01068,R003,Follow-up,2024-10-19,30,Neutral,Decision deferred,2024-10,False
A000434,D00053,R003,Call,2023-07-02,15,Neutral,Stakeholder meeting set,2023-07,False
A000435,D00558,R005,Follow-up,2024-02-07,30,Negative,,2024-02,False
A000436,D01126,R005,Demo,2024-10-29,90,Neutral,Stakeholder meeting set,2024-10,False
A000437,D00868,R005,Email,2024-12-23,90,Neutral,Decision deferred,2024-12,False
A000438,D00398,R002,Email,2023-03-07,15,Neutral,Awaiting legal review,2023-03,False
A000439,D01162,R001,Call,2023-06-25,60,Positive,,2023-06,True
A000440,D00675,R003,Demo,2024-08-07,120,Positive,Budget approved,2024-08,True
A000441,D00387,R001,Proposal Sent,2024-06-05,30,Positive,Budget approved,2024-06,True
A000442,D00111,R001,Proposal Sent,2024-08-30,90,Positive,Budget approved,2024-08,True
A000443,D00614,R001,Demo,2023-08-17,30,Neutral,Sent pricing deck,2023-08,False
A000444,D00017,R005,Follow-up,2024-11-28,90,Positive,Awaiting legal review,2024-11,True
A000445,D00884,R005,Follow-up,2024-11-10,45,Neutral,Budget approved,2024-11,False
A000446,D00541,R005,Demo,2024-02-22,45,Positive,Awaiting legal review,2024-02,True
A000447,D00171,R002,Call,2023-01-28,90,Negative,Stakeholder meeting set,2023-01,False
A000448,D00409,R004,Email,2024-10-22,60,Neutral,Follow up scheduled,2024-10,False
A000449,D00740,R002,Follow-up,2024-01-18,60,Positive,Champion confirmed,2024-01,True
A000450,D00858,R002,Meeting,2024-12-09,15,Negative,Decision deferred,2024-12,False
A000451,D00230,R001,Proposal Sent,2024-02-21,60,Positive,Follow up scheduled,2024-02,True
A000452,D00119,R003,Meeting,2023-12-09,120,Positive,Awaiting legal review,2023-12,True
A000453,D01180,R004,Meeting,2023-09-24,15,Positive,Stakeholder meeting set,2023-09,True
A000454,D00784,R001,Email,2024-05-09,45,Neutral,Follow up scheduled,2024-05,False
A000455,D00465,R003,Demo,2024-05-19,30,Neutral,Sent pricing deck,2024-05,False
A000456,D00104,R001,Call,2024-08-16,120,Negative,Sent pricing deck,2024-08,False
A000457,D00698,R001,Meeting,2023-02-28,15,Positive,Follow up scheduled,2023-02,True
A000458,D00175,R005,Proposal Sent,2023-09-08,60,Neutral,Stakeholder meeting set,2023-09,False
A000459,D00745,R001,Call,2024-08-24,45,Positive,Champion confirmed,2024-08,True
A000460,D01158,R005,Proposal Sent,2023-08-26,45,Positive,Budget approved,2023-08,True
A000461,D00665,R002,Follow-up,2023-10-23,60,No Response,Stakeholder meeting set,2023-10,False
A000462,D00033,R004,Email,2023-02-24,120,Negative,,2023-02,False
A000463,D00055,R002,Email,2024-02-06,45,Negative,Sent pricing deck,2024-02,False
A000464,D00519,R002,Follow-up,2023-11-27,15,Negative,Awaiting legal review,2023-11,False
A000465,D00756,R002,Follow-up,2023-06-06,45,Negative,Awaiting legal review,2023-06,False
A000466,D00012,R004,Call,2024-09-23,60,Positive,Sent pricing deck,2024-09,True
A000467,D00720,R003,Call,2023-12-11,30,No Response,,2023-12,False
A000468,D00555,R005,Follow-up,2023-03-06,120,Neutral,Awaiting legal review,2023-03,False
A000469,D00373,R002,Email,2024-12-23,45,Neutral,Follow up scheduled,2024-12,False
A000470,D00484,R005,Call,2024-11-11,30,No Response,,2024-11,False
A000471,D00973,R005,Meeting,2024-01-03,120,Positive,Budget approved,2024-01,True
A000472,D00623,R003,Email,2023-03-21,120,Positive,Decision deferred,2023-03,True
A000473,D00307,R003,Email,2024-01-04,90,Positive,,2024-01,True
A000474,D00457,R005,Call,2024-12-24,30,No Response,Decision deferred,2024-12,False
A000475,D00160,R002,Follow-up,2024-12-28,90,Neutral,Champion confirmed,2024-12,False
A000476,D00331,R001,Call,2024-12-17,90,No Response,Awaiting legal review,2024-12,False
A000477,D00776,R002,Demo,2024-05-02,15,Positive,Decision deferred,2024-05,True
A000478,D00225,R005,Call,2023-08-25,30,Negative,,2023-08,False
A000479,D00983,R001,Proposal Sent,2023-04-20,90,Neutral,Budget approved,2023-04,False
A000480,D00729,R003,Meeting,2023-02-03,60,No Response,Decision deferred,2023-02,False
A000481,D01069,R005,Follow-up,2023-05-22,90,No Response,Decision deferred,2023-05,False
A000482,D01083,R001,Call,2023-05-10,30,Neutral,Follow up scheduled,2023-05,False
A000483,D00644,R004,Email,2023-06-30,45,Neutral,Follow up scheduled,2023-06,False
A000484,D00616,R003,Meeting,2024-04-07,90,Positive,Decision deferred,2024-04,True
A000485,D00195,R002,Demo,2024-09-16,45,Positive,Budget approved,2024-09,True
A000486,D00489,R005,Follow-up,2023-06-08,15,Neutral,Decision deferred,2023-06,False
A000487,D00157,R002,Proposal Sent,2023-10-15,15,Negative,,2023-10,False
A000488,D00610,R004,Demo,2024-04-25,15,Positive,Budget approved,2024-04,True
A000489,D00412,R002,Demo,2023-04-25,30,No Response,Follow up scheduled,2023-04,False
A000490,D01103,R002,Meeting,2023-05-06,45,Neutral,Sent pricing deck,2023-05,False
A000491,D01148,R004,Proposal Sent,2024-03-19,30,Positive,Follow up scheduled,2024-03,True
A000492,D00471,R002,Meeting,2024-05-27,45,No Response,Champion confirmed,2024-05,False
A000493,D00516,R001,Call,2024-12-17,30,Negative,Awaiting legal review,2024-12,False
A000494,D01128,R003,Follow-up,2023-08-16,30,No Response,,2023-08,False
A000495,D00393,R004,Meeting,2023-10-24,60,Positive,Sent pricing deck,2023-10,True
A000496,D00631,R005,Follow-up,2024-03-25,90,Neutral,Follow up scheduled,2024-03,False
A000497,D00608,R003,Meeting,2024-10-30,45,Negative,Follow up scheduled,2024-10,False
A000498,D00980,R001,Meeting,2023-05-02,15,Positive,Stakeholder meeting set,2023-05,True
A000499,D00434,R001,Call,2023-04-05,60,Negative,Stakeholder meeting set,2023-04,False
A000500,D01167,R001,Demo,2023-04-12,30,Neutral,Budget approved,2023-04,False
A000501,D00540,R003,Follow-up,2023-07-13,45,Positive,Follow up scheduled,2023-07,True
A000502,D00278,R002,Meeting,2023-08-13,120,Positive,Follow up scheduled,2023-08,True
A000503,D00233,R001,Meeting,2023-10-02,45,Positive,Awaiting legal review,2023-10,True
A000504,D01114,R001,Demo,2024-08-02,90,Positive,,2024-08,True
A000505,D00362,R001,Call,2023-10-02,45,Neutral,Follow up scheduled,2023-10,False
A000506,D00026,R003,Meeting,2023-12-21,30,Positive,Follow up scheduled,2023-12,True
A000507,D01049,R001,Follow-up,2024-07-27,60,Positive,Stakeholder meeting set,2024-07,True
A000508,D00507,R004,Meeting,2023-04-09,45,No Response,Sent pricing deck,2023-04,False
A000509,D00267,R005,Proposal Sent,2024-12-31,60,Positive,,2024-12,True
A000510,D00461,R001,Proposal Sent,2024-09-06,30,Positive,Champion confirmed,2024-09,True
A000511,D00456,R003,Follow-up,2024-12-21,90,Negative,Budget approved,2024-12,False
A000512,D01092,R003,Proposal Sent,2024-10-26,15,Positive,Awaiting legal review,2024-10,True
A000513,D01007,R004,Proposal Sent,2023-09-23,120,Neutral,Stakeholder meeting set,2023-09,False
A000514,D00863,R004,Demo,2023-05-22,15,No Response,Champion confirmed,2023-05,False
A000515,D00491,R005,Meeting,2023-08-04,60,Positive,Decision deferred,2023-08,True
A000516,D01073,R003,Follow-up,2023-12-19,30,No Response,Budget approved,2023-12,False
A000517,D00564,R004,Email,2024-12-05,30,Positive,Sent pricing deck,2024-12,True
A000518,D01126,R005,Email,2024-10-17,45,Neutral,Stakeholder meeting set,2024-10,False
A000519,D00216,R001,Demo,2024-09-23,15,Positive,Sent pricing deck,2024-09,True
A000520,D00559,R001,Follow-up,2023-10-16,60,Neutral,Decision deferred,2023-10,False
A000521,D00159,R005,Call,2023-10-11,90,No Response,Budget approved,2023-10,False
A000522,D00489,R005,Meeting,2023-08-04,45,Positive,Decision deferred,2023-08,True
A000523,D00686,R001,Meeting,2024-12-30,120,Neutral,,2024-12,False
A000524,D00794,R002,Proposal Sent,2023-11-23,90,Neutral,Decision deferred,2023-11,False
A000525,D00005,R005,Meeting,2024-12-18,90,Neutral,,2024-12,False
A000526,D00361,R003,Demo,2023-04-13,120,Neutral,Budget approved,2023-04,False
A000527,D00459,R002,Meeting,2023-07-22,90,Positive,Sent pricing deck,2023-07,True
A000528,D00248,R002,Call,2024-03-01,120,Negative,Stakeholder meeting set,2024-03,False
A000529,D00946,R003,Demo,2024-05-19,60,Negative,Budget approved,2024-05,False
A000530,D00422,R005,Email,2023-12-18,120,Positive,Awaiting legal review,2023-12,True
A000531,D00015,R004,Proposal Sent,2024-12-20,45,Neutral,Awaiting legal review,2024-12,False
A000532,D00736,R005,Follow-up,2023-03-26,90,Positive,Follow up scheduled,2023-03,True
A000533,D01146,R004,Proposal Sent,2024-08-17,60,Positive,Awaiting legal review,2024-08,True
A000534,D00277,R003,Email,2024-10-26,15,Negative,Follow up scheduled,2024-10,False
A000535,D00453,R001,Call,2023-12-30,60,Positive,Awaiting legal review,2023-12,True
A000536,D00598,R005,Email,2023-10-10,15,Neutral,Stakeholder meeting set,2023-10,False
A000537,D00446,R003,Demo,2024-10-31,120,Neutral,Awaiting legal review,2024-10,False
A000538,D00210,R002,Demo,2024-07-26,60,Neutral,Awaiting legal review,2024-07,False
A000539,D00714,R001,Demo,2024-10-11,45,No Response,Stakeholder meeting set,2024-10,False
A000540,D00302,R005,Call,2024-08-20,45,Neutral,Budget approved,2024-08,False
A000541,D00003,R002,Email,2023-05-04,15,Positive,,2023-05,True
A000542,D00990,R002,Proposal Sent,2023-10-02,60,Negative,Decision deferred,2023-10,False
A000543,D01117,R005,Follow-up,2023-02-19,15,Positive,Awaiting legal review,2023-02,True
A000544,D00520,R004,Demo,2024-05-07,45,Positive,Decision deferred,2024-05,True
A000545,D00493,R001,Demo,2023-06-20,45,Positive,,2023-06,True
A000546,D00620,R005,Demo,2023-06-18,15,Positive,Champion confirmed,2023-06,True
A000547,D01185,R003,Proposal Sent,2024-11-08,60,No Response,Awaiting legal review,2024-11,False
A000548,D00331,R001,Proposal Sent,2024-12-13,30,Negative,,2024-12,False
